date,ABPO12_PAPEL12,ABRAS12_INVR12,ACSP12_SCPCC12,ANBIMA12_IBVSP12,ANP12_CDEPET12,ANP12_PDPET12,SGS12_IBCBRDESSAZ12,BM12_IPCAEXP612,BM12_IPCAPL12,BM12_ERC12,BM12_TJCDI12,BM12_TJLP12,BM12_TJOVER12,BPAG12_BC12,BPAG12_HFBAN12,BPAG12_IDE12,BM12_DTSPN12,BM12_DTSPY12,BM12_NFSPNNS12,PAN12_DTSPY12,BM12_CIN12,BM12_DEPOUCN12,BM12_DEVM12,BM12_M0MN12,BM12_PMPPM12,BMF12_SWAPDI18012,BMF12_SWAPDI36012,CEF12_FGTS12,CNI12_HTRABD12,CNI12_ICEIGER12,CNI12_NUCAPD12,CNI12_PEEMPD12,ELETRO12_CEET12,FCESP12_IIC12,FCESP12_IICA12,FCESP12_IICF12,CE12_CUTIND12,IGP12_IGPMG12,FIPE12_VENBR12,FUNCEX12_MDQT12,FUNCEX12_TTR12,FUNCEX12_XQT12,PAN12_QIIGG12,PIMPFN12_QIIGN12,PMC12_IVVR12,PAN12_TDESOC12,PRECOS12_IPCAG12,DIMAC_ICTI2,DIMAC_ILIQTOT112,GAC12_CABCDESSAZ12,GAC12_CAIGDESSAZ12,GAC12_INDFBCFDESSAZ12,SRF12_TOTGER12,GM12_NASDAQ12,GM12_DOW12
1971-03-01,,,,14.3886204066746,,,,,,1.82909090909091e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.470434782609,904.37
1971-04-01,,,,19.5376644081307,,,,,,1.84727272727273e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,109.555238095238,941.75
1971-05-01,,,,55.7081888503601,,,,,,1.87636363636364e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.5705,907.81
1971-06-01,,,,-9.48608137044966,,,,,,1.89818181818182e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.567727272727,891.14
1971-07-01,,,,11.3461083510764,,,,,,1.90909090909091e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,109.303333333333,858.43
1971-08-01,,,,-16.2367738919815,,,,,,1.94545454545455e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.513181818182,898.07
1971-09-01,,,,-3.04890422077921,,,,,,1.97818181818182e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.52380952381,887.19
1971-10-01,,,,-9.17272774841715,,,,,,1.98909090909091e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,108.41,839
1971-11-01,,,,-12.7837308445674,,,,,,2.02181818181818e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.585238095238,831.34
1971-12-01,,,,19.6115991809235,,,,,,2.03636363636364e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.808181818182,890.2
1972-01-01,,,,-13.5796333112436,,,,,,2.04363636363636e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,116.543333333333,902.17
1972-02-01,,,,4.96517349351397,,,,,,2.09090909090909e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.6645,928.13
1972-03-01,,,,-9.4119079508097,,,,,,2.10181818181818e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.548181818182,940.7
1972-04-01,,,,-6.3508064516129,,,,,,2.11272727272727e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,131.8145,954.17
1972-05-01,,,,3.83925367778974,,,,,,2.13454545454545e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.496363636364,960.72
1972-06-01,,,,-14.2156185210781,,,,,,2.13818181818182e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.979090909091,929.03
1972-07-01,,,,-14.2834125513574,,,,,,2.14909090909091e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,129.1825,924.74
1972-08-01,,,,22.3402255639098,,,,,,2.15636363636364e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.618695652174,963.73
1972-09-01,,,,-9.14189137282015,,,,,,2.17454545454545e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.284,953.27
1972-10-01,,,,-15.6337194554832,,,,,,2.19272727272727e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,128.395,955.52
1972-11-01,,,,6.19362597714972,,,,,,2.21454545454545e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.6745,1018.21
1972-12-01,,,,-5.01132502831256,,,,,,2.24e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.312105263158,1020.02
1973-01-01,,,,-1.25186289120715,,,,,,2.24727272727273e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,133.529047619048,999.02
1973-02-01,,,,-4.86970520173056,,,,,,2.20727272727273e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.496842105263,955.07
1973-03-01,,,,11.2215758857747,,,,,,2.18181818181818e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.582727272727,951.01
1973-04-01,,,,28.0620007607455,,,,,,2.18545454545455e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,112.95,921.43
1973-05-01,,,,-8.65820152966511,,,,,,2.20363636363636e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.370909090909,901.41
1973-06-01,,,,-0.967401024306958,,,,,,2.20363636363636e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.752857142857,891.71
1973-07-01,,,,3.25069775077984,,,,,,2.21090909090909e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,104.68619047619,926.4
1973-08-01,,,,8.96803943393227,,,,,,2.21454545454545e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.389565217391,887.57
1973-09-01,,,,-2.80169268933314,,,,,,2.21818181818182e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.522777777778,947.1
1973-10-01,,,,-7.49136766251314,,,,,,2.22545454545455e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,112.357391304348,956.58
1973-11-01,,,,-4.1869522882181,,,,,,2.22545454545455e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.291904761905,822.25
1973-12-01,,,,-10.6622628726287,,,,,,2.23636363636364e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.7925,850.86
1974-01-01,,,,10.27585553133,,,,,,2.24727272727273e-12,,,1.46,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,94.2090909090909,855.55
1974-02-01,,,,9.49024327344625,,,,,,2.30181818181818e-12,,,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.2036842105263,860.53
1974-03-01,,,,11.6196906649918,,,,,,2.33454545454545e-12,,,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.9652380952381,846.68
1974-04-01,,,,-20.2293029471759,,,,,,2.35272727272727e-12,,,1.21,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,89.5890476190476,836.75
1974-05-01,,,,-4.51459306939423,,,,,,2.29090909090909e-12,,,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.3972727272727,802.17
1974-06-01,,,,-0.332440668575129,,,,,,2.42181818181818e-12,,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0015,802.41
1974-07-01,,,,14.0924673399425,,,,,,2.48363636363636e-12,,,1.62,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,72.435,757.43
1974-08-01,,,,-0.446646093876879,,,,,,2.51636363636364e-12,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5822727272727,678.58
1974-09-01,,,,-12.4887837507138,,,,,,2.55636363636364e-12,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.642,607.87
1974-10-01,,,,-4.17598806860553,,,,,,2.58545454545455e-12,,,1.12,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,60.5752173913043,665.52
1974-11-01,,,,17.2762645914397,,,,,,2.62909090909091e-12,,,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9425,618.66
1974-12-01,,,,19.5504313205043,,,,,,2.66181818181818e-12,,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.1619047619048,616.24
1975-01-01,,,,2.08145424269757,,,,,,2.69818181818182e-12,,,1.79,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,64.4572727272727,703.69
1975-02-01,,,,-1.33895194725753,,,,,,2.74181818181818e-12,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0831578947368,739.05
1975-03-01,,,,0.296224855332028,,,,,,2.77090909090909e-12,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.057,768.15
1975-04-01,,,,0.872312658836472,,,,,,2.82181818181818e-12,,,1.19,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,76.975,821.34
1975-05-01,,,,14.1631485768759,,,,,,2.86545454545455e-12,,,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.847619047619,832.29
1975-06-01,,,,30.4246689729214,,,,,,2.88727272727273e-12,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.6414285714286,878.99
1975-07-01,,,,9.74527827319707,,,,,,2.93454545454545e-12,,,1.65,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,85.62,831.51
1975-08-01,,,,-12.4260355029586,,,,,,2.99636363636364e-12,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.4076190476191,835.34
1975-09-01,,,,8.58393604872481,,,,,,3.03636363636364e-12,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.9147619047619,793.88
1975-10-01,,,,-6.92375109553024,,,,,,3.09090909090909e-12,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,77.2582608695652,836.04
1975-11-01,,,,-4.00188323917138,,,,,,3.16727272727273e-12,,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0405263157895,860.67
1975-12-01,,,,-4.70819028935753,,,,,,3.25090909090909e-12,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.9081818181818,852.41
1976-01-01,,,,20.4323211528564,,,,,,3.30545454545455e-12,,,2.36,,,,,,,,,,,,,,,,,,,,5660.6,,,,87,,,,,,,,,,,,,,,,,83.3771428571428,975.28
1976-02-01,,,,3.67521367521366,,,,,,3.37090909090909e-12,,,2.58,,,,,,,,,,,,,,,,,,,,5529.5,,,,,,,,,,,,,,,,,,,,,89.3021052631579,972.61
1976-03-01,,,,-11.2118713932399,,,,,,3.47272727272727e-12,,,2.53,,,,,,,,,,,,,,,,,,,,5685.3,,,,,,,,,,,,,,,,,,,,,90.2413043478261,999.45
1976-04-01,,,,0.324976787372333,,,,,,3.66545454545455e-12,,,3.02,,,,,,,,,,,,,,,,,,,,5717.4,,,,89,,,,,,,,,,,,,,,,,90.1414285714285,996.85
1976-05-01,,,,13.6973623322536,,,,,,3.77090909090909e-12,,,2.59,,,,,,,,,,,,,,,,,,,,5854.3,,,,,,,,,,,,,,,,,,,,,89.291,975.23
1976-06-01,,,,14.5299145299145,,,,,,3.85818181818182e-12,,,2.62,,,,,,,,,,,,,,,,,,,,5848.7,,,,,,,,,,,,,,,,,,,,,88.7668181818182,1002.78
1976-07-01,,,,-6.46766169154229,,,,,,3.91636363636364e-12,,,3.36,,,,,,,,,,,,,,,,,,,,6037.3,,,,89,,,,,,,,,,,,,,,,,91.447619047619,984.64
1976-08-01,,,,2.88753799392099,,,,,,3.99272727272727e-12,,,2.8,,,,,,,,,,,,,,,,,,,,6115.1,,,,,,,,,,,,,,,,,,,,,90.8709090909091,973.74
1976-09-01,,,,-7.27474150664698,,,,,,4.08727272727273e-12,,,3.33,,,,,,,,,,,,,,,,,,,,6264,,,,,,,,,,,,,,,,,,,,,91.4057142857143,990.19
1976-10-01,,,,-15.3723616089207,,,,,,4.17454545454545e-12,,,3.19,,,,,,,,,,,,,,,,,,,,6274.7,,,,89,,,,,,,,,,,,,,,,,89.5,964.93
1976-11-01,,,,8.28235294117645,,,,,,4.29454545454546e-12,,,2.97,,,,,,,,,,,,,,,,,,,,6352.2,,,,,,,,,,,,,,,,,,,,,89.5315,947.22
1976-12-01,,,,4.73707083876578,,,,,,4.39636363636364e-12,,,3.62,,,,,,,,,,,,,,,,,,,,6295.8,,,,,,,,,,,,,,,,,,,,,94.5518181818182,1004.65
1977-01-01,,,,10.7053941908714,,,,,,4.50545454545455e-12,,,3.45,,,,,,,,,,,,,,,,,,,,6338.6,,,,87,,,,,11.35,,,,,,,,,,,,96.8980952380952,954.37
1977-02-01,,,,-1.7616191904048,,,,,,4.59272727272727e-12,,,3.27,,,,,,,,,,,,,,,,,,,,6317.8,,,,,,,,,10.91,,,,,,,,,,,,96.09,936.42
1977-03-01,,,,8.35558946966808,,,,,,4.70181818181818e-12,,,3.14,,,,,,,,,,,,,,,,,,,,6279.2,,,,,,,,,11.19,,,,,,,,,,,,95.7013043478261,919.13
1977-04-01,,,,-0.669014084507047,,,,,,4.82909090909091e-12,,,2.64,,,,,,,,,,,,,,,,,,,,6617.5,,,,86,,,,,12.3,,,,,,,,,,,,95.0045,926.9
1977-05-01,,,,-1.0634526763559,,,,,,4.95636363636364e-12,,,2.21,,,,,,,,,,,,,,,,,,,,6628.7,,,,,,,,,13.52,,,,,,,,,,,,96.9447619047619,898.66
1977-06-01,,,,-0.859906843425295,,,,,,5.08363636363636e-12,,,3.09,,,,,,,,,,,,,,,,,,,,6608.2,,,,,,,,,12.77,,,,,,,,,,,,97.8654545454545,916.3
1977-07-01,,,,2.05999277195519,,,,,,5.21818181818182e-12,,,3.29,,,,,,,,,,,,,,,,,,,,6677.3,,,,,,,,,11.47,,,,,,,,,,,,101.348947368421,890.07
1977-08-01,,,,11.4730878186969,,,,,,5.31636363636364e-12,,,2.67,,,,,,,,,,,,,,,,,,,,6795.8,,,,,,,,,12.46,,,,,,,,,,,,100.579565217391,861.49
1977-09-01,,,,9.75222363405337,,,,,,5.39636363636364e-12,,,3.49,,,,,,,,,,,,,,,,,,,,7092.7,,,,,,,,,11.78,,,,,,,,,,,,100.413333333333,847.11
1977-10-01,,,,-0.549927641099857,,,,,,5.46909090909091e-12,,,2.02,,,,,,,,,,,,,,,,,,,,7092.7,,,,82,,,,,11.51,,,,,,,,,,,,99.2471428571429,818.35
1977-11-01,,,,-4.65657741559954,,,,,,5.57090909090909e-12,,,2.09,,,,,,,,,,,,,,,,,,,,7165.5,,,,,,,,,11.98,,,,,,,,,,,,100.691904761905,829.7
1977-12-01,,,,3.6935286935287,,,,,,5.73454545454545e-12,,,4.2,,,,,,,,,,,,,,,,,,,,7190.7,,,,,,,,,12.93,,,,,,,,,,,,103.710476190476,831.17
1978-01-01,,,,11.00971445393,,,,,,5.82181818181818e-12,,,3.6,,,,,,,,,,,,,,,,,,,,7056.3,,,,82,,,21.66,121.09,9.69,,,,,,,,,,,,100.780476190476,769.92
1978-02-01,,,,8.80403076107135,,,,,,5.91272727272727e-12,,,2.93,,,,,,,,,,,,,,,,,,,,7260.7,,,,,,,22.01,115.94,10.29,,,,,,,,,,,,102.444736842105,742.12
1978-03-01,,,,-1.65732390933464,,,,,,6.03272727272727e-12,,,2.98,,,,,,,,,,,,,,,,,,,,7120.5,,,,,,,23.31,114.8,13.25,,,,,,,,,,,,104.01,757.36
1978-04-01,,,,-6.79058240396532,,,,,,6.14545454545454e-12,,,3.21,,,,,,,,,,,,,,,,,,,,7318.3,,,,85,,,23.52,113.19,12.94,,,,,,,,,,,,110.7685,837.32
1978-05-01,,,,4.06806700345654,,,,,,6.29818181818182e-12,,,2.51,,,,,,,,,,,,,,,,,,,,7294.8,,,,,,,23.04,110.56,13.69,,,,,,,,,,,,119.077272727273,840.61
1978-06-01,,,,-0.689831374552885,,,,,,6.44e-12,,,2.91,,,,,,,,,,,,,,,,,,,,7444.5,,,,,,,27.7,100.46,14.36,,,,,,,,,,,,122.011818181818,818.95
1978-07-01,,,,5.19680987908413,,,,,,6.55272727272727e-12,,,3.7,,,,,,,,,,,,,,,,,,,,7386.7,,,,83,,,23.17,109.45,13.02,,,,,,,,,,,,122.119,862.27
1978-08-01,,,,-2.10320371729029,,,,,,6.72727272727273e-12,,,2.28,,,,,,,,,,,,,,,,,,,,7627.7,,,,,,,27.08,111.21,13.93,,,,,,,,,,,,132.54,876.82
1978-09-01,,,,0.249812640519598,,,,,,6.89090909090909e-12,,,3.6,,,,,,,,,,,,,,,,,,,,7856.6,,,,,,,24.2,108.03,14.84,,,,,,,,,,,,135.2345,865.82
1978-10-01,,,,-6.70321455270371,,,,,,6.99636363636364e-12,,,3.05,,,,,,,,,,,,,,,,,,,,7803.4,,,,85,,,27.22,107.65,15.35,,,,,,,,,,,,127.677727272727,792.45
1978-11-01,,,,-4.19337606837608,,,,,,7.17454545454546e-12,,,3.4,,,,,,,,,,,,,,,,,,,,7997.3,,,,,,,24.68,107.62,14.16,,,,,,,,,,,,114.122380952381,799.03
1978-12-01,,,,-1.05938109841093,,,,,,7.42181818181818e-12,,,4.58,,,,,,,,,,,,,,,,,,,,7903.7,,,,,,,22.62,105.28,15.51,,,,,,,,,,,,117.2485,805.01
1979-01-01,,,,1.83150183150182,1121,161,,,,7.66909090909091e-12,,,3.66,,,,,,,,,,,,,,,,,,,,7947,,,,82,,,26.11,108.72,12.66,,,,,,,,,,,,123.718181818182,839.22
1979-02-01,,,,-3.70780298837853,1044,167,,,,7.92727272727273e-12,,,3.43,,,,,,,,,,,,,,,,,,,,7859,,,,,,,21.45,107.82,11.79,,,,,,,,,,,,124.548947368421,808.82
1979-03-01,,,,3.21839080459769,1034,164,,,,8.18545454545455e-12,,,3.91,,,,,,,,,,,,,,,,,,,,8108,,,,,,,26.38,108.94,14.32,,,,,,,,,,,,128.080454545455,862.18
1979-04-01,,,,15.4788418708241,1073,165,,,,8.46181818181818e-12,,,3.63,,,,,,,,,,,,,,,,,,,,8138,,,,84,,,25.35,106.36,14.6,,,,,,,,,,,,133.4455,854.9
1979-05-01,,,,8.22082931533268,1098,166,,,,8.89090909090909e-12,,,2.86,,,,,,,,,,,,,,,,,,,,8355,,,,,,,26.72,103.06,15.7,,,,,,,,,,,,131.348636363636,822.33
1979-06-01,,,,-7.17308977500556,1089,165,,,,9.28e-12,,,2.77,,,,,,,,,,,,,,,,,,,,8379,,,,,,,24.94,103.64,13.85,,,,,,,,,,,,135.639523809524,841.98
1979-07-01,,,,-0.0719942404607599,1115,170,,,,9.44727272727273e-12,,,1.89,,,,,,,,,,,,,,,,,,,,8455,,,,83,,,27.89,102.29,16.1,,,,,,,,,,,,138.580476190476,846.42
1979-08-01,,,,8.18924111431314,1161,168,,,,9.76363636363636e-12,,,2.5,,,,,,,,,,,,,,,,,,,,8496,,,,,,,32,99.25,15.67,,,,,,,,,,,,146.685652173913,887.63
1979-09-01,,,,21.0876803551609,1071,175,,,,1.04181818181818e-11,,,3.51,,,,,,,,,,,,,,,,,,,,8805,,,,,,,25.49,97.28,15.23,,,,,,,,,,,,149.203684210526,878.58
1979-10-01,,,,16.0036663611366,1147,179,,,,1.09163636363636e-11,,,2.21,,,,,,,,,,,,,,,,,,,,8682,,,,84,,,30.77,97.89,15.9,,,,,,,,,,,,140.52652173913,815.7
1979-11-01,,,,-13.9538558786346,1143,185,,,,1.14218181818182e-11,,,2.08,,,,,,,,,,,,,,,,,,,,8963,,,,,,,26.72,96.03,13.92,,,,,,,,,,,,138.782857142857,822.35
1979-12-01,,,,2.07529843893479,1086,186,,,,1.45781818181818e-11,,,3.57,,,,,,,,,,,,,,,,,,,,8959,,,,,,,25.97,89.71,15.74,,,,,,,,,,,,148.7485,838.74
1953-01-01,,,,,,,,,,6.68363636363636e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.77
1953-02-01,,,,,,,,,,1.33782909090909e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.27
1953-03-01,,,,,,,,,,1.33782909090909e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.87
1953-04-01,,,,,,,,,,1.48836363636364e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.75
1953-05-01,,,,,,,,,,1.42756727272727e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.28
1953-06-01,,,,,,,,,,1.56702909090909e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.26
1953-07-01,,,,,,,,,,1.58463272727273e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.38
1953-08-01,,,,,,,,,,1.44246181818182e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.22
1953-09-01,,,,,,,,,,1.36315272727273e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.04
1953-10-01,,,,,,,,,,1.34909090909091e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.81
1953-11-01,,,,,,,,,,1.36593818181818e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.37
1953-12-01,,,,,,,,,,1.85865090909091e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.9
1954-01-01,,,,,,,,,,1.97829818181818e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.39
1954-02-01,,,,,,,,,,1.94156e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.54
1954-03-01,,,,,,,,,,2.12504363636364e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.51
1954-04-01,,,,,,,,,,2.05078909090909e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.33
1954-05-01,,,,,,,,,,1.84164363636364e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.49
1954-06-01,,,,,,,,,,2.00121090909091e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.53
1954-07-01,,,,,,,,,,2.04222909090909e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.92
1954-08-01,,,,,,,,,,2.12879636363636e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.8
1954-09-01,,,,,,,,,,2.17697090909091e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.46
1954-10-01,,,,,,,,,,2.25501454545455e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.14
1954-11-01,,,,,,,,,,2.33393818181818e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.77
1954-12-01,,,,,,,,,,2.53313818181818e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.39
1955-01-01,,,,,,,,,,2.61583636363636e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.83
1955-02-01,,,,,,,,,,2.54675272727273e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.87
1955-03-01,,,,,,,,,,2.58474909090909e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.7
1955-04-01,,,,,,,,,,2.67393818181818e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.65
1955-05-01,,,,,,,,,,2.69090909090909e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.86
1955-06-01,,,,,,,,,,2.68969818181818e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.38
1955-07-01,,,,,,,,,,2.64218181818182e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.85
1955-08-01,,,,,,,,,,2.52609818181818e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.18
1955-09-01,,,,,,,,,,2.48666545454545e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.62
1955-10-01,,,,,,,,,,2.36129090909091e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.87
1955-11-01,,,,,,,,,,2.29151636363636e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.26
1955-12-01,,,,,,,,,,2.31143636363636e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.4
1956-01-01,,,,,,,,,,2.34838545454545e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.74
1956-02-01,,,,,,,,,,2.43573818181818e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.65
1956-03-01,,,,,,,,,,2.42521818181818e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.79
1956-04-01,,,,,,,,,,2.47515272727273e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.12
1956-05-01,,,,,,,,,,2.55953090909091e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.05
1956-06-01,,,,,,,,,,2.76363636363636e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.78
1956-07-01,,,,,,,,,,2.74956e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.81
1956-08-01,,,,,,,,,,2.54545454545455e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.04
